time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-09-01T11:52:29.930Z,-7.44,128.2209,112,6.5,mww,,11,3.097,1.12,us,usb000jelf,2015-01-28T20:20:19.407Z,"Kepulauan Barat Daya, Indonesia",earthquake,,1.7,,,reviewed,us,us
2013-09-03T20:19:06.340Z,51.244,-130.3971,2.73,6.1,mww,,44,1.704,0.93,us,usb000jg6b,2015-01-30T12:23:51.580Z,"187km WSW of Bella Bella, Canada",earthquake,,3.7,,,reviewed,us,us
2013-09-04T00:18:23.370Z,29.9377,138.8325,402,6.5,mww,,26,3.276,1.02,us,usb000jgfc,2016-10-31T12:20:46.055Z,"Izu Islands, Japan region",earthquake,,1.8,,,reviewed,us,us
2013-09-04T00:23:11.290Z,51.1832,-130.2245,9.92,6,mww,,70,1.431,0.87,us,usb000jgfh,2013-11-15T03:20:22.000Z,"182km SW of Bella Bella, Canada",earthquake,,2.5,,,reviewed,us,us
2013-09-04T02:32:30.600Z,51.5573,-174.7671,20,6.5,mww,,24,0.735,1.07,us,usb000jgju,2013-11-15T03:20:23.000Z,"81km SSW of Atka, Alaska",earthquake,,1.7,,,reviewed,us,us
2013-09-04T06:27:03.560Z,51.573,-174.8537,17,6,mww,,46,0.749,1.13,us,usb000jguz,2013-11-15T03:20:23.000Z,"82km SSW of Atka, Alaska",earthquake,,1.7,,,reviewed,us,us
2013-09-05T04:01:36.360Z,15.1836,-45.232,10,6,mww,,24,14.042,0.8,us,usb000ji6r,2013-11-15T03:20:24.000Z,"Northern Mid-Atlantic Ridge",earthquake,,1.6,,,reviewed,us,us
2013-09-07T00:13:29.570Z,14.6056,-92.1207,66,6.4,mww,,28,0.331,0.98,us,usb000jkmw,2015-01-28T10:57:33.026Z,"7km SSE of Ciudad Tecun Uman, Guatemala",earthquake,,1.8,,,reviewed,us,us
2013-09-11T12:44:13.210Z,-4.5472,-104.5783,10.52,6.1,mww,,53,14.785,0.66,us,usc000jrid,2013-11-19T17:45:28.606Z,"Central East Pacific Rise",earthquake,,2.6,,,reviewed,us,us
2013-09-15T16:21:37.150Z,51.5751,-174.716,24.02,6.1,mww,,38,0.705,0.83,us,usc000juwv,2013-11-19T17:48:46.648Z,"77km SSW of Atka, Alaska",earthquake,,2.9,,,reviewed,us,us
2013-09-21T01:39:15.570Z,-7.3308,120.0106,549.92,6.1,mww,,34,2.315,1.04,us,usb000jx0m,2013-12-09T21:15:33.635Z,"111km NNW of Nggilat, Indonesia",earthquake,,3.3,,,reviewed,us,us
2013-09-24T11:29:47.970Z,26.951,65.5009,15,7.7,mww,,17,7.241,0.93,us,usb000jyiv,2015-04-18T20:22:31.226Z,"61km NNE of Awaran, Pakistan",earthquake,,1.6,,,reviewed,us,us
2013-09-25T06:51:24.570Z,-49.9585,-113.7439,10,6.1,mww,,67,26.063,1.31,us,usb000jz8j,2013-12-13T09:04:35.223Z,"Southern East Pacific Rise",earthquake,,1.8,,,reviewed,us,us
2013-09-25T16:42:43.170Z,-15.8385,-74.5112,40,7.1,mww,,17,4.446,0.9,us,usb000jzma,2016-01-28T03:35:40.138Z,"46km SSE of Acari, Peru",earthquake,,1.8,,,reviewed,us,us
2013-09-28T07:34:06.450Z,27.1825,65.5052,12,6.8,mww,,17,7.359,0.91,us,usb000k1gb,2015-01-30T01:30:56.239Z,"85km NNE of Awaran, Pakistan",earthquake,,1.7,,,reviewed,us,us
